artificial83	25
artificial43	25
artificial52	34
artificial01	24
artificial77	24
artificial90	26
artificial71	26
artificial00	24
artificial92	31
artificial58	26
artificial08	24
artificial20	26
artificial72	24
artificial12	25
artificial36	30
artificial57	25
artificial62	27
artificial28	26
artificial75	27
artificial81	27
artificial18	28
artificial60	24
artificial97	26
artificial66	26
artificial89	30
artificial17	26
artificial68	26
artificial40	30
artificial32	24
artificial33	27
artificial11	25
artificial41	30
artificial03	24
artificial06	26
artificial51	26
artificial67	26
artificial96	27
artificial04	27
artificial27	26
artificial13	25
artificial15	26
artificial46	26
artificial65	26
artificial14	27
artificial24	25
artificial37	30
artificial16	25
artificial29	24
artificial38	26
artificial23	28
artificial49	27
artificial73	26
artificial94	26
artificial10	27
artificial44	26
artificial69	24
artificial39	24
artificial74	28
artificial21	26
artificial53	34
artificial55	26
artificial48	25
artificial82	27
artificial87	29
artificial99	26
artificial80	26
artificial19	28
artificial47	26
artificial76	26
artificial56	35
artificial09	26
artificial07	28
artificial42	26
artificial79	26
artificial59	24
artificial50	29
artificial95	26
artificial35	24
artificial25	28
artificial05	24
artificial85	27
artificial45	26
artificial64	28
artificial02	24
artificial30	25
artificial22	30
artificial63	26
artificial84	27
artificial88	26
artificial34	27
artificial93	26
artificial54	34
artificial26	26
artificial86	29
artificial91	25
artificial70	25
artificial98	26
artificial61	26
artificial78	24
artificial31	26
