artificial83	24
artificial43	24
artificial52	33
artificial01	23
artificial77	23
artificial90	25
artificial71	25
artificial00	23
artificial92	30
artificial58	25
artificial08	23
artificial20	25
artificial72	23
artificial12	24
artificial36	29
artificial57	24
artificial62	26
artificial28	25
artificial75	26
artificial81	26
artificial18	27
artificial60	23
artificial97	25
artificial66	25
artificial89	29
artificial17	25
artificial68	25
artificial40	29
artificial32	23
artificial33	26
artificial11	24
artificial41	29
artificial03	23
artificial06	25
artificial51	25
artificial67	25
artificial96	26
artificial04	26
artificial27	25
artificial13	24
artificial15	25
artificial46	25
artificial65	25
artificial14	26
artificial24	24
artificial37	29
artificial16	24
artificial29	23
artificial38	25
artificial23	27
artificial49	26
artificial73	25
artificial94	25
artificial10	26
artificial44	25
artificial69	23
artificial39	23
artificial74	27
artificial21	25
artificial53	33
artificial55	25
artificial48	24
artificial82	26
artificial87	28
artificial99	25
artificial80	25
artificial19	27
artificial47	25
artificial76	25
artificial56	34
artificial09	25
artificial07	27
artificial42	25
artificial79	25
artificial59	23
artificial50	28
artificial95	25
artificial35	23
artificial25	27
artificial05	23
artificial85	26
artificial45	25
artificial64	27
artificial02	23
artificial30	24
artificial22	29
artificial63	25
artificial84	26
artificial88	25
artificial34	26
artificial93	25
artificial54	33
artificial26	25
artificial86	28
artificial91	24
artificial70	24
artificial98	25
artificial61	25
artificial78	23
artificial31	25
