artificial83	22
artificial43	22
artificial52	31
artificial01	21
artificial77	21
artificial90	23
artificial71	23
artificial00	21
artificial92	28
artificial58	23
artificial08	21
artificial20	23
artificial72	21
artificial12	22
artificial36	27
artificial57	22
artificial62	24
artificial28	23
artificial75	24
artificial81	24
artificial18	25
artificial60	21
artificial97	23
artificial66	23
artificial89	27
artificial17	23
artificial68	23
artificial40	27
artificial32	21
artificial33	24
artificial11	22
artificial41	27
artificial03	21
artificial06	23
artificial51	23
artificial67	23
artificial96	24
artificial04	24
artificial27	23
artificial13	22
artificial15	23
artificial46	23
artificial65	23
artificial14	24
artificial24	22
artificial37	27
artificial16	22
artificial29	21
artificial38	23
artificial23	25
artificial49	24
artificial73	23
artificial94	23
artificial10	24
artificial44	23
artificial69	21
artificial39	21
artificial74	25
artificial21	23
artificial53	31
artificial55	23
artificial48	22
artificial82	24
artificial87	26
artificial99	23
artificial80	23
artificial19	25
artificial47	23
artificial76	23
artificial56	32
artificial09	23
artificial07	25
artificial42	23
artificial79	23
artificial59	21
artificial50	26
artificial95	23
artificial35	21
artificial25	25
artificial05	21
artificial85	24
artificial45	23
artificial64	25
artificial02	21
artificial30	22
artificial22	27
artificial63	23
artificial84	24
artificial88	23
artificial34	24
artificial93	23
artificial54	31
artificial26	23
artificial86	26
artificial91	22
artificial70	22
artificial98	23
artificial61	23
artificial78	21
artificial31	23
